route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
S3,200972214890001,14890001,,900854,0,,
S8,201160414888761,14888761,,24874,0,,
S11,200951214889900,14889900,,25016,0,,
S1,201171914888831,14888831,,24132,0,,
XP2,200874714889492,14889492,,910330,0,,
R5,201054614890449,14890449,,10541,0,,
R16,200821914886643,14886643,,911689,0,,
R22,201109414890729,14890729,,900040,0,,
S1,200867114886934,14886934,,24129,0,,
R16,200891814889599,14889599,,900668,0,,
S8,200961914887530,14887530,,24854,0,,
R31,201008214890199,14890199,,10077,0,,
R17,201166314888795,14888795,,901174,0,,
RE6,200921514884437,14884437,,2677,0,,
R13,200961314889956,14889956,,10316,0,,
R17,200888114889573,14889573,,900183,0,,
S9,201021414887901,14887901,,931417,0,,
RE8,200888314884220,14884220,,2868,0,,
RE6,200825614889267,14889267,,2643,0,,
R35,200904514889659,14889659,,10586,0,,
S8,200945014887532,14887532,,24878,0,,
R7,200863914889457,14889457,,10721,0,,
R40,200947214889859,14889859,,10007,0,,
S2,201143514902327,14902327,,24260,0,,
S3,201035614890342,14890342,,900835,0,,
S11,200999514890125,14890125,,25044,0,,
R37,201057114890460,14890460,,10771,0,,
S8,200910114887199,14887199,,24863,0,,
S8,200847814889560,14889560,,24885,0,,
S50,201030814890310,14890310,,25587,0,,
S9,201161614890974,14890974,,24902,0,,
R38,201150214890914,14890914,,10880,0,,
XP1,201020314890267,14890267,,900338,0,,
S13,200851814889375,14889375,,24375,0,,
R11,201163914888781,14888781,,10168,0,,
S9,200912614887211,14887211,,24931,0,,
XP2,200939414889830,14889830,,2971,0,,
S50,200938814889825,14889825,,25573,0,,
XP1,201082914890573,14890573,,900325,0,,
R17,200971614884777,14884777,,902185,0,,
R31,200940514887403,14887403,,10029,0,,
S3,201062714890483,14890483,,900838,0,,
S1,200810014889192,14889192,,24026,0,,
R3,201036414885231,14885231,,902972,0,,
S9,201019614890263,14890263,,934477,0,,
R14,200993814890135,14890135,,25866,0,,
R17,200825114889265,14889265,,900122,0,,
RE13,201009214885018,14885018,,2313,0,,
S30,200937814889818,14889818,,25335,0,,
S6,200996014902592,14902592,,24648,0,,
R2,200942214889853,14889853,,22674,0,,
S8,201091314890740,14890740,,24872,0,,
XP1,200915814889701,14889701,,900380,0,,
S8,201111614888461,14888461,,24823,0,,
R23,201189014891115,14891115,,10200,0,,
XP2,200845014889368,14889368,,910313,0,,
S8,200945214887528,14887528,,24883,0,,
S9,201117214888498,14888498,,931429,0,,
S1,201052514890433,14890433,,24017,0,,
R16,201069314888190,14888190,,901615,0,,
RE6,201107914890721,14890721,,2616,0,,
R31,201007714887810,14887810,,10066,0,,
R4,200913114889690,14889690,,10919,0,,
S5,200856914886857,14886857,,24536,0,,
R17,201021614890272,14890272,,900114,0,,
RE13,201144614888677,14888677,,2331,0,,
RE6,201161014890971,14890971,,2646,0,,
S2,200800314901876,14901876,,24219,0,,
R31,201136414890850,14890850,,10041,0,,
R28,200933814889788,14889788,,910381,0,,
S4,200861614884024,14884024,,902730,0,,
S4,200983814890046,14890046,,900775,0,,
S13,200803014889133,14889133,,24315,0,,
R6,201190314886318,14886318,,10602,0,,
XP1,200967714889976,14889976,,900348,0,,
R22,201021514885125,14885125,,912063,0,,
RE2,200940414889839,14889839,,2231,0,,
S6,200800214902627,14902627,,24655,0,,
S1,201051214890426,14890426,,24094,0,,
R31,201155514890945,14890945,,10023,0,,
RE8,200896014889636,14889636,,2813,0,,
RE5,200978714890025,14890025,,2536,0,,
R1,200882014889545,14889545,,10136,0,,
R11,201164014888782,14888782,,10157,0,,
R39,201025914890295,14890295,,10790,0,,
R39,201124614890794,14890794,,10797,0,,
S5,201003214887777,14887777,,24521,0,,
S5,200899914887123,14887123,,24525,0,,
S40,200926614887304,14887304,,25482,0,,
S9,200816414886604,14886604,,24963,0,,
R8,201001214890145,14890145,,10823,0,,
RE2,200977414890023,14890023,,2225,0,,
R31,201054514890448,14890448,,10040,0,,
R2,201154314888722,14888722,,22620,0,,
S50,201186214891096,14891096,,25588,0,,
RE2,200976314890016,14890016,,2234,0,,
S9,201112914890744,14890744,,24953,0,,
R4,201022914887913,14887913,,10938,0,,
R17,200968714889981,14889981,,900131,0,,
R14,201042914890412,14890412,,25886,0,,
S1,201000114890131,14890131,,24174,0,,
R4,200865514889461,14889461,,10937,0,,
R18,201052814888090,14888090,,10438,0,,
XP2,200984014890051,14890051,,910346,0,,
XP1,200933514889785,14889785,,900357,0,,
RE2,200867414889469,14889469,,2240,0,,
S5,201051014888081,14888081,,24528,0,,
RE2,200976614890018,14890018,,2238,0,,
R16,200965914889967,14889967,,900636,0,,
R21,200880414887023,14887023,,25322,0,,
S5,201105214888420,14888420,,24568,0,,
S7,201042714890542,14890542,,24769,0,,
XP1,200985914890067,14890067,,900327,0,,
S50,201035514890341,14890341,,928334,0,,
RE3,200952914889909,14889909,,900922,0,,
XP1,200838814889321,14889321,,900309,0,,
S9,200816314886603,14886603,,24965,0,,
R41,201140114888654,14888654,,10980,0,,
R28,201182814891071,14891071,,910366,0,,
S13,200904214889657,14889657,,24356,0,,
S8,201093214890736,14890736,,24864,0,,
R2,200942114884591,14884591,,22639,0,,
XP1,201182114891065,14891065,,900305,0,,
R2,201041314890387,14890387,,22659,0,,
R28,201132114890818,14890818,,910383,0,,
RE6,201154914886062,14886062,,33693,0,,
S2,200942414902305,14902305,,24258,0,,
R8,200852514889379,14889379,,10818,0,,
S4,201033814890334,14890334,,900729,0,,
S1,200828014889276,14889276,,24175,0,,
R18,201120714888526,14888526,,10435,0,,
S2,200849614902294,14902294,,24257,0,,
R28,201133814890831,14890831,,910318,0,,
S8,200997414890220,14890220,,24821,0,,
R25,201137514888633,14888633,,11252,0,,
S4,201065414885416,14885416,,902724,0,,
S11,201052214885336,14885336,,25247,0,,
S9,200823414886653,14886653,,931454,0,,
RE11,200867614889471,14889471,,2156,0,,
XP1,201133014890824,14890824,,900337,0,,
S9,200816614886605,14886605,,24973,0,,
R25,200830914886702,14886702,,11263,0,,
RE8,201093814890691,14890691,,2828,0,,
RE5,201164214890985,14890985,,2525,0,,
R17,201019214890259,14890259,,900178,0,,
S9,200861514886892,14886892,,931437,0,,
S10,200879814889532,14889532,,25167,0,,
R41,201140514888656,14888656,,10974,0,,
S2,201094514902030,14902030,,24233,0,,
R4,200864014889458,14889458,,10918,0,,
R23,200829014886689,14886689,,10214,0,,
S50,200872014889481,14889481,,25568,0,,
XP1,200840314889333,14889333,,900311,0,,
XP1,200919914889728,14889728,,900334,0,,
S50,201132614890822,14890822,,928338,0,,
R8,200900014887126,14887126,,10828,0,,
R5,201006914890188,14890188,,10525,0,,
R11,200887614887069,14887069,,10158,0,,
RE5,200914214889695,14889695,,2565,0,,
S4,201180514891053,14891053,,900737,0,,
S7,200796714889131,14889131,,24764,0,,
RE1,200958914889945,14889945,,900026,0,,
S50,200940914889843,14889843,,25575,0,,
R36,200858914886875,14886875,,10669,0,,
S6,201092814902617,14902617,,24653,0,,
S11,200807114889174,14889174,,25027,0,,
R4,201113514890747,14890747,,10911,0,,
R22,201114114885765,14885765,,912018,0,,
S3,201133114890826,14890826,,900893,0,,
S10,201139214890871,14890871,,25173,0,,
S50,200990514890101,14890101,,25554,0,,
S2,200846814902316,14902316,,24259,0,,
S8,200814214886586,14886586,,24870,0,,
R36,201075014888236,14888236,,10699,0,,
R7,200825814889269,14889269,,10722,0,,
S9,201113314888469,14888469,,24960,0,,
XP2,200940714889841,14889841,,2935,0,,
R28,200837114889307,14889307,,910377,0,,
S9,201062114888145,14888145,,24923,0,,
RE80,201053814890444,14890444,,25507,0,,
R25,200938714887386,14887386,,11277,0,,
R11,201062414888148,14888148,,10167,0,,
S8,200850114889561,14889561,,24824,0,,
R22,200908014887189,14887189,,901054,0,,
RE5,201114014890748,14890748,,2549,0,,
S5,200900814889628,14889628,,24559,0,,
S11,200951114889899,14889899,,25083,0,,
S11,201053514890441,14890441,,25025,0,,
S9,200920614887268,14887268,,931432,0,,
R3,201066014885423,14885423,,912968,0,,
S3,201167814891005,14891005,,900850,0,,
RE8,200848014889414,14889414,,2836,0,,
R17,201015814887865,14887865,,901148,0,,
R5,200948114889866,14889866,,10514,0,,
R13,200889314889583,14889583,,10315,0,,
R22,201017214887880,14887880,,911043,0,,
S7,201184614888902,14888902,,24717,0,,
R13,200885014889559,14889559,,10334,0,,
S9,200808714889187,14889187,,24972,0,,
S40,201076414888245,14888245,,25408,0,,
S5,201000814884948,14884948,,24580,0,,
R11,200827714889273,14889273,,10174,0,,
S3,201016514890242,14890242,,900880,0,,
R11,201015414890235,14890235,,10199,0,,
R16,201084514888292,14888292,,901673,0,,
S4,200969114884759,14884759,,902770,0,,
R17,201165914886134,14886134,,902152,0,,
R28,201089014890618,14890618,,2945,0,,
S6,200798414902688,14902688,,24675,0,,
R6,200960214889949,14889949,,10640,0,,
S5,201099914888370,14888370,,24569,0,,
RE2,200948314884608,14884608,,2206,0,,
R4,200906314889664,14889664,,10925,0,,
R11,201122914890784,14890784,,10154,0,,
R4,200972914884787,14884787,,10907,0,,
RE2,201087814890609,14890609,,2227,0,,
S3,201083114890575,14890575,,900839,0,,
RE11,200925714889750,14889750,,2170,0,,
S40,201175914888853,14888853,,25456,0,,
R17,200823214889254,14889254,,900150,0,,
RE6,200922914889742,14889742,,2636,0,,
R35,201156214890949,14890949,,10567,0,,
R38,200900514889625,14889625,,10858,0,,
R22,201018614885096,14885096,,912079,0,,
S8,201145714890966,14890966,,24844,0,,
RE13,200881914887035,14887035,,2345,0,,
XP1,201033914890325,14890325,,900353,0,,
S11,201147814890885,14890885,,25048,0,,
S9,200911914889686,14889686,,24940,0,,
R31,200808414883656,14883656,,10067,0,,
R27,201166814888799,14888799,,901222,0,,
R22,200960014884694,14884694,,902014,0,,
S6,200994114902660,14902660,,24664,0,,
S40,200831414886706,14886706,,25422,0,,
RE8,201145614890921,14890921,,2817,0,,
R21,200939914889835,14889835,,25355,0,,
S4,201135014890840,14890840,,900785,0,,
RE5,201113114890745,14890745,,2564,0,,
S8,200885514887059,14887059,,24827,0,,
R3,201169014886162,14886162,,912929,0,,
S8,201160314888760,14888760,,24867,0,,
R17,200823114883756,14883756,,902156,0,,
S1,201106814890717,14890717,,24019,0,,
S6,201049414890413,14890413,,24685,0,,
R14,200845914889402,14889402,,25822,0,,
R2,200881414889540,14889540,,22683,0,,
S9,200963514887537,14887537,,24927,0,,
S6,201100514890671,14890671,,24614,0,,
RE6,201140414883020,14883020,,2619,0,,
S40,201076514888246,14888246,,25468,0,,
R11,201164114890984,14890984,,10190,0,,
S2,200801414902074,14902074,,24237,0,,
RE80,200954614887481,14887481,,25536,0,,
R31,200903814889655,14889655,,10044,0,,
R37,200882714887041,14887041,,10772,0,,
S50,200939514889831,14889831,,25564,0,,
S7,200796814903011,14903011,,24772,0,,
S1,200924714889747,14889747,,24149,0,,
S13,200857814889429,14889429,,24357,0,,
S8,200894914889676,14889676,,24865,0,,
R31,200893514889654,14889654,,10081,0,,
R6,201109814890732,14890732,,10615,0,,
R34,201108414888440,14888440,,10472,0,,
RE13,201092014888371,14888371,,2327,0,,
R3,201165514890993,14890993,,900957,0,,
R34,201049614890414,14890414,,10467,0,,
R5,201156114888738,14888738,,10517,0,,
S8,201059714888132,14888132,,24818,0,,
R40,201174314888844,14888844,,10001,0,,
R22,200837614889309,14889309,,900035,0,,
RE5,201015714890237,14890237,,2540,0,,
XP2,201039614890371,14890371,,2946,0,,
S3,201017414890246,14890246,,900882,0,,
S8,200993214890216,14890216,,24849,0,,
S1,200860314889440,14889440,,24030,0,,
RE5,201127314890802,14890802,,2520,0,,
RE2,201026614890297,14890297,,2228,0,,
S1,200958614889942,14889942,,24020,0,,
RE80,200807014889173,14889173,,25530,0,,
S9,201112514888465,14888465,,24974,0,,
S11,200805814883633,14883633,,25235,0,,
R22,201063814888157,14888157,,911078,0,,
S6,201143214902495,14902495,,24624,0,,
RE2,201038914885252,14885252,,2258,0,,
R17,201067514890501,14890501,,900166,0,,
S4,201166014886136,14886136,,902728,0,,
S1,201124914888559,14888559,,24120,0,,
R6,201099214885643,14885643,,10606,0,,
RE6,201090614882670,14882670,,2628,0,,
RE13,200811114889198,14889198,,2388,0,,
R4,201100414888378,14888378,,10930,0,,
R31,200844214883913,14883913,,10075,0,,
S7,201159614886092,14886092,,24730,0,,
R14,201042614890409,14890409,,25855,0,,
R6,201109314890731,14890731,,10617,0,,
S6,200847014902587,14902587,,24647,0,,
R25,200879414887013,14887013,,11250,0,,
RE3,201050814890424,14890424,,900970,0,,
XP2,201040114890376,14890376,,2951,0,,
R22,201009414887820,14887820,,901037,0,,
R25,200877514886999,14886999,,11269,0,,
R16,200844914889367,14889367,,900643,0,,
S3,201034114890330,14890330,,900889,0,,
XP1,201066814890495,14890495,,900350,0,,
R5,201107014890716,14890716,,10524,0,,
S6,200801214902477,14902477,,24618,0,,
R1,200881614889542,14889542,,10544,0,,
S9,200891114887098,14887098,,931441,0,,
R28,201132514890821,14890821,,910353,0,,
S11,200902714889647,14889647,,25034,0,,
S5,200852014883929,14883929,,24573,0,,
R28,201039214890368,14890368,,2924,0,,
R14,200799614889144,14889144,,25875,0,,
RE6,200921314889737,14889737,,2638,0,,
XP2,200984814890056,14890056,,910334,0,,
S2,200849514902283,14902283,,24256,0,,
S9,200822614886646,14886646,,931430,0,,
RE4,201023614890282,14890282,,2436,0,,
S2,201042214902360,14902360,,24263,0,,
R31,200858114886867,14886867,,10071,0,,
S13,200805514889161,14889161,,24316,0,,
R14,201045314890416,14890416,,25879,0,,
R34,201023014890278,14890278,,10471,0,,
R16,201063314888153,14888153,,901670,0,,
S8,201044014890474,14890474,,24852,0,,
RE2,200879514889525,14889525,,2229,0,,
S7,201012614887845,14887845,,24721,0,,
R8,201171814891020,14891020,,10803,0,,
S4,200986914890076,14890076,,900723,0,,
R17,201068114890505,14890505,,900136,0,,
R31,201096014890710,14890710,,10089,0,,
R27,200968014887572,14887572,,901260,0,,
R13,201159814890961,14890961,,10333,0,,
S2,200942814902382,14902382,,24265,0,,
R8,200803714889140,14889140,,10801,0,,
R7,200845514889575,14889575,,2698,0,,
R36,201154814888727,14888727,,10674,0,,
R1,200992414887731,14887731,,10138,0,,
S9,200963314887536,14887536,,24959,0,,
S13,200858814889436,14889436,,24317,0,,
S9,200913414889689,14889689,,24945,0,,
S13,201047614890397,14890397,,24368,0,,
RE8,201003014884976,14884976,,2831,0,,
R35,201055214890453,14890453,,10568,0,,
RE6,201161114890972,14890972,,2618,0,,
R13,200908514889673,14889673,,10338,0,,
R6,200907614884340,14884340,,10605,0,,
S5,200856614889419,14889419,,24578,0,,
S5,200949414887439,14887439,,24544,0,,
S5,201006814890187,14890187,,24533,0,,
XP1,201166114890995,14890995,,900388,0,,
R28,200935814889802,14889802,,910387,0,,
RE8,201121814888536,14888536,,2857,0,,
R31,201185514891092,14891092,,10019,0,,
S9,201165114888789,14888789,,931473,0,,
RE3,201004614890174,14890174,,900948,0,,
RE11,200830314889286,14889286,,2181,0,,
S50,201030514890308,14890308,,25567,0,,
R18,201022814887912,14887912,,10417,0,,
R4,201023114890279,14890279,,10926,0,,
RE2,201012914890225,14890225,,2246,0,,
S8,200849914889388,14889388,,24886,0,,
R28,200990214890098,14890098,,2972,0,,
S1,201173114888839,14888839,,24135,0,,
S6,201096514902486,14902486,,24621,0,,
S3,201082414890568,14890568,,900833,0,,
R5,201106514890714,14890714,,10529,0,,
R41,201188514888933,14888933,,10951,0,,
R23,200817114886608,14886608,,10229,0,,
R37,200955014889923,14889923,,10778,0,,
R22,200933014889783,14889783,,910073,0,,
S10,200989714890091,14890091,,25180,0,,
XP2,200984514890053,14890053,,910350,0,,
R34,200864514886914,14886914,,10473,0,,
R3,201018514885095,14885095,,912976,0,,
S9,200912914887213,14887213,,24926,0,,
S9,200887114889567,14889567,,24995,0,,
R7,201187614891107,14891107,,10726,0,,
R4,200859414884010,14884010,,33017,0,,
R5,201156314890950,14890950,,10519,0,,
R14,201043414890417,14890417,,25842,0,,
S11,201151114886032,14886032,,25269,0,,
R37,200907014887183,14887183,,10780,0,,
RE11,200829814889283,14889283,,2175,0,,
R2,201149114890898,14890898,,22605,0,,
R28,200989214890092,14890092,,2965,0,,
R25,200843614889358,14889358,,11293,0,,
R16,200820714889240,14889240,,900624,0,,
R28,200844314889361,14889361,,2961,0,,
R2,201140714890878,14890878,,22647,0,,
S10,200990914890105,14890105,,25162,0,,
R8,200950614889894,14889894,,10822,0,,
S11,201053314890439,14890439,,25024,0,,
S3,200934114889791,14889791,,900871,0,,
S10,201138114890863,14890863,,25165,0,,
R22,200883214887044,14887044,,901048,0,,
RE6,201123114890786,14890786,,2623,0,,
S5,200954914889920,14889920,,24527,0,,
S5,200806614889168,14889168,,24534,0,,
S7,200894014889707,14889707,,24748,0,,
RE5,201028414890303,14890303,,2568,0,,
S13,200852414889384,14889384,,24396,0,,
S9,200886714889566,14889566,,24933,0,,
R14,201144314890912,14890912,,25815,0,,
RE3,201050714890423,14890423,,900927,0,,
S2,200846914901953,14901953,,24226,0,,
RE2,201188314886300,14886300,,2253,0,,
S7,201159714888755,14888755,,24724,0,,
R16,200915714884389,14884389,,902679,0,,
S40,201127114888568,14888568,,25458,0,,
S3,201069114890512,14890512,,900872,0,,
RE2,201088414890615,14890615,,2237,0,,
XP2,200838014889314,14889314,,910319,0,,
S3,201083514890581,14890581,,900851,0,,
R6,201058614890465,14890465,,10619,0,,
RE4,201189314891116,14891116,,2415,0,,
R13,200961014889953,14889953,,10318,0,,
S2,200796914902162,14902162,,24245,0,,
R6,200955814889930,14889930,,10614,0,,
R17,201166414888796,14888796,,901112,0,,
S3,200874414889489,14889489,,900841,0,,
S13,200902614889646,14889646,,24352,0,,
S6,200802114902567,14902567,,24643,0,,
R22,201119714890769,14890769,,910023,0,,
S6,201043714902651,14902651,,24661,0,,
R16,201019914890265,14890265,,900648,0,,
R28,201133514890828,14890828,,910326,0,,
R6,200900914889629,14889629,,10600,0,,
RE7,201016614885080,14885080,,902116,0,,
S7,200813514886582,14886582,,24734,0,,
RE13,201096314888367,14888367,,2385,0,,
S9,201014914887858,14887858,,24969,0,,
S10,200879314889524,14889524,,25181,0,,
R37,200858314889432,14889432,,10779,0,,
S9,201017614890248,14890248,,934460,0,,
S7,200846614889381,14889381,,24749,0,,
RE1,200907814889671,14889671,,900019,0,,
R1,201157714890954,14890954,,10118,0,,
S4,201115414885779,14885779,,902736,0,,
R36,200974214887611,14887611,,10682,0,,
R16,200876114889505,14889505,,900651,0,,
RE13,201158014888749,14888749,,2333,0,,
R27,201168814888813,14888813,,901265,0,,
XP2,201188114891111,14891111,,2943,0,,
R2,200804614886523,14886523,,22673,0,,
R22,200971214889995,14889995,,910010,0,,
S4,201116614885790,14885790,,902758,0,,
R2,200992514890121,14890121,,22619,0,,
S9,200910714889680,14889680,,24921,0,,
S3,201033314890332,14890332,,900859,0,,
S50,200837214889308,14889308,,928388,0,,
R16,201120114890772,14890772,,900612,0,,
S1,201074214890539,14890539,,24151,0,,
S3,201035814890344,14890344,,900813,0,,
XP1,200917414889711,14889711,,900318,0,,
S4,201119414885819,14885819,,902760,0,,
R38,201099514890656,14890656,,10885,0,,
R28,201070914890522,14890522,,2981,0,,
XP1,200933714889787,14889787,,900371,0,,
R23,201015114887860,14887860,,10226,0,,
RE80,200901414889633,14889633,,25517,0,,
R21,200949014889871,14889871,,25350,0,,
RE8,201044214890438,14890438,,2814,0,,
R1,201141314888662,14888662,,10143,0,,
S5,201004314890171,14890171,,24554,0,,
XP2,200878314889516,14889516,,2950,0,,
R13,201011214890215,14890215,,10310,0,,
S1,200958514889941,14889941,,24027,0,,
R8,201001714890148,14890148,,10826,0,,
S4,200891714884248,14884248,,902752,0,,
S9,200890414887092,14887092,,931438,0,,
S9,200963214887535,14887535,,24957,0,,
R16,201171214888827,14888827,,901613,0,,
RE5,200914014889694,14889694,,2572,0,,
S2,200798314902140,14902140,,24243,0,,
S6,200943414902490,14902490,,24623,0,,
R14,200896614889611,14889611,,25827,0,,
R1,201091014890635,14890635,,10145,0,,
R1,200941614889849,14889849,,10130,0,,
R31,201188214891112,14891112,,10073,0,,
S40,201055914873162,14873162,,25406,0,,
S11,201150614890918,14890918,,25070,0,,
S11,201053414890440,14890440,,25033,0,,
R3,201126214888566,14888566,,919901,0,,
S30,200879214889523,14889523,,25328,0,,
S11,200954114889914,14889914,,25066,0,,
R7,201186114891095,14891095,,10729,0,,
XP1,201084014890582,14890582,,900329,0,,
S11,201148114890888,14890888,,25028,0,,
S11,201104214890701,14890701,,25035,0,,
XP2,200837414889306,14889306,,910329,0,,
S6,201144814902502,14902502,,24627,0,,
S6,201091614902612,14902612,,24652,0,,
R31,200905414887177,14887177,,10063,0,,
R2,201090414890630,14890630,,22667,0,,
S11,201152214886041,14886041,,25239,0,,
S6,200944014902475,14902475,,24617,0,,
RE2,200829514889280,14889280,,2236,0,,
R28,201040014890375,14890375,,2977,0,,
RE80,200901714889638,14889638,,25528,0,,
R22,201065914890491,14890491,,910090,0,,
RE6,201160914890970,14890970,,2601,0,,
R14,200801614889151,14889151,,25882,0,,
XP1,201182014891064,14891064,,900393,0,,
RE11,200828914889278,14889278,,2154,0,,
S10,201087314890604,14890604,,25183,0,,
RE8,200847414889424,14889424,,2809,0,,
R21,200853014889390,14889390,,25356,0,,
RE2,200990014890096,14890096,,2239,0,,
R28,200939614889832,14889832,,2960,0,,
S40,200868414886943,14886943,,25418,0,,
S3,201016114890240,14890240,,900842,0,,
R31,200808114889185,14889185,,10057,0,,
S11,201053214890437,14890437,,25074,0,,
R16,201085014890591,14890591,,900663,0,,
S50,201182614891069,14891069,,928358,0,,
R31,200843914889360,14889360,,10036,0,,
S9,200885614887060,14887060,,24938,0,,
S11,201102814890688,14890688,,25050,0,,
S50,200874314886975,14886975,,928390,0,,
S6,201141814902668,14902668,,24668,0,,
R6,200907914889672,14889672,,10630,0,,
R28,200983914890047,14890047,,910310,0,,
S5,200903514887164,14887164,,24572,0,,
R28,201137714890859,14890859,,2976,0,,
R11,200817814886614,14886614,,10179,0,,
XP2,200934714889794,14889794,,910351,0,,
R16,201069014890511,14890511,,900618,0,,
R37,200883414887046,14887046,,10769,0,,
S2,200849814902261,14902261,,24254,0,,
S8,200797314889209,14889209,,24861,0,,
S3,201171114891018,14891018,,900812,0,,
S2,200895714902173,14902173,,24246,0,,
R7,200843214889354,14889354,,10718,0,,
RE1,201180814891055,14891055,,900075,0,,
S11,201051914890431,14890431,,25058,0,,
S5,200901314889632,14889632,,24567,0,,
RE8,201145114890932,14890932,,2832,0,,
R14,201110914888452,14888452,,25824,0,,
S2,200942514902008,14902008,,24231,0,,
S30,200843414889356,14889356,,25319,0,,
S6,201044714902544,14902544,,24638,0,,
R28,201090314890629,14890629,,2980,0,,
S13,200905314889661,14889661,,24359,0,,
XP2,200878714889520,14889520,,2926,0,,
S3,200838514889318,14889318,,900875,0,,
S2,201046014901931,14901931,,24224,0,,
S11,201007314890191,14890191,,25088,0,,
S9,201013414887849,14887849,,24964,0,,
S10,200842214889345,14889345,,25176,0,,
R36,200880114889531,14889531,,10683,0,,
RE5,201062514890480,14890480,,2560,0,,
XP2,200935214889799,14889799,,910342,0,,
XP1,200986214890070,14890070,,900339,0,,
S10,201087914890610,14890610,,25160,0,,
R31,201158214888750,14888750,,10018,0,,
R11,201073414890535,14890535,,10170,0,,
S40,200831214886704,14886704,,25462,0,,
R5,200955314889925,14889925,,10521,0,,
R38,201100314890665,14890665,,10865,0,,
XP1,200839514889327,14889327,,900355,0,,
R40,200925614887297,14887297,,10005,0,,
RE5,201164614890987,14890987,,2537,0,,
RE2,200973914884795,14884795,,2298,0,,
S1,201123914888551,14888551,,24143,0,,
S2,201044914902129,14902129,,24242,0,,
S9,200969914887585,14887585,,931480,0,,
R1,200882314889548,14889548,,10127,0,,
RE8,201095914890690,14890690,,2841,0,,
R7,201071614890529,14890529,,10724,0,,
XP1,201118814890764,14890764,,900316,0,,
R18,201121014888529,14888529,,10427,0,,
R37,200811414889199,14889199,,10777,0,,
XP1,201084214890584,14890584,,900307,0,,
R31,200992614887732,14887732,,10094,0,,
R4,201001614890150,14890150,,10936,0,,
S1,201026414890296,14890296,,24156,0,,
S3,200985214890060,14890060,,900857,0,,
S11,201147914890886,14890886,,25068,0,,
S9,201048614890404,14890404,,24948,0,,
RE11,200926314889754,14889754,,2177,0,,
RE6,200975114887617,14887617,,2656,0,,
S9,200916714889706,14889706,,934452,0,,
RE80,200854314886843,14886843,,25538,0,,
R17,201167014890998,14890998,,900159,0,,
R31,200940014884572,14884572,,10096,0,,
S9,201017814890250,14890250,,934432,0,,
R22,200839414889326,14889326,,910059,0,,
XP2,200842314889346,14889346,,2918,0,,
R17,201020614885117,14885117,,902107,0,,
S6,201143414902473,14902473,,24615,0,,
S3,200972314890002,14890002,,900814,0,,
S10,201128014890803,14890803,,25157,0,,
R4,201060714890475,14890475,,10915,0,,
S9,200819914886630,14886630,,931452,0,,
XP1,200891014889594,14889594,,900336,0,,
RE2,201112414890743,14890743,,2211,0,,
R4,201094114900699,14900699,,2675,0,,
R18,200806714886543,14886543,,10428,0,,
S11,201151414890926,14890926,,25030,0,,
S50,201071014890523,14890523,,25570,0,,
R16,200966414887555,14887555,,901614,0,,
S5,200855114886845,14886845,,24577,0,,
R28,200879914889528,14889528,,2948,0,,
R16,200919414889725,14889725,,900652,0,,
RE2,200825914883777,14883777,,2271,0,,
S10,200989814890094,14890094,,25158,0,,
RE8,200993514890164,14890164,,2825,0,,
R40,201025414890289,14890289,,10002,0,,
S50,200930414889766,14889766,,25578,0,,
S50,200939814889834,14889834,,25572,0,,
S11,200901814884300,14884300,,25277,0,,
S50,201137114890854,14890854,,25556,0,,
S6,201095614902653,14902653,,24662,0,,
R25,201087414890605,14890605,,11291,0,,
S9,201049914888069,14888069,,24951,0,,
S4,200890614889591,14889591,,900786,0,,
R4,200973514890007,14890007,,10932,0,,
S8,200909714887193,14887193,,24879,0,,
RE11,201173214891027,14891027,,2182,0,,
R28,201139614890874,14890874,,2921,0,,
S13,201155414890944,14890944,,24374,0,,
RE13,200799114886518,14886518,,2367,0,,
S50,200877614889511,14889511,,25561,0,,
R31,201106614890715,14890715,,10016,0,,
S6,200946114902507,14902507,,24629,0,,
S8,200850414889405,14889405,,24817,0,,
RE7,201170714886178,14886178,,902120,0,,
R23,201072214888216,14888216,,10242,0,,
RE6,200975014890011,14890011,,2640,0,,
S11,201152814890930,14890930,,25086,0,,
S9,200915014887229,14887229,,931462,0,,
S4,200824014883764,14883764,,902778,0,,
S50,201178014891038,14891038,,25577,0,,
R6,200884014889553,14889553,,10631,0,,
R22,200959714884692,14884692,,902075,0,,
XP2,201089614890623,14890623,,2930,0,,
R22,201071314890526,14890526,,900049,0,,
S5,200806114889163,14889163,,24515,0,,
R37,201057414890461,14890461,,10766,0,,
R3,201004714884990,14884990,,902908,0,,
RE5,201072114890532,14890532,,2573,0,,
R17,200916814889708,14889708,,900155,0,,
R22,201057714890462,14890462,,900084,0,,
R28,201185214891090,14891090,,2988,0,,
RE11,200912214889687,14889687,,2153,0,,
S10,201186414891097,14891097,,25156,0,,
RE8,200799914889176,14889176,,2842,0,,
R31,200921914887275,14887275,,10098,0,,
RE6,201054714890450,14890450,,2647,0,,
R7,201175014891033,14891033,,10717,0,,
S9,201113014888467,14888467,,24922,0,,
S5,200803914886512,14886512,,24565,0,,
R35,200827414886678,14886678,,10580,0,,
R31,201039114890369,14890369,,10020,0,,
S11,201153314886050,14886050,,25273,0,,
S40,200978514887635,14887635,,25474,0,,
XP1,201020014890266,14890266,,900312,0,,
